open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1711929600000,1333.5,1337.8,1326.5,1334.1,287.122,1711943999999,382571.7446,6362,144.930,193112.2458,0
1711944000000,1334.2,1337.2,1261.8,1300.3,1259.927,1711958399999,1628952.1135,18843,612.146,791112.8943,0
1711958400000,1300.2,1300.2,1277.5,1280.9,599.694,1711972799999,771795.0417,10405,285.012,366747.3873,0
1711972800000,1281.0,1314.5,1253.6,1257.7,933.741,1711987199999,1196737.3219,21750,412.563,529009.3392,0
1711987200000,1257.6,1276.5,1240.8,1275.7,554.793,1712001599999,695364.6084,11727,338.148,423610.5283,0
1712001600000,1275.6,1291.9,1270.9,1286.0,309.370,1712015999999,396703.6263,5814,126.672,162275.7584,0
1712016000000,1285.8,1292.3,1204.8,1223.4,2055.115,1712030399999,2549483.0007,23313,1010.358,1254077.4150,0
1712030400000,1223.2,1239.2,1209.8,1218.9,444.888,1712044799999,544784.2030,9215,236.654,289785.4079,0
1712044800000,1218.5,1221.9,1172.7,1193.1,608.918,1712059199999,725787.8648,15361,290.948,346914.9625,0
1712059200000,1192.9,1207.1,1168.2,1175.4,553.622,1712073599999,658302.6233,11129,271.204,322763.3480,0
1712073600000,1175.6,1197.5,1168.5,1192.6,385.306,1712087999999,455698.2856,8052,216.878,256457.9885,0
1712088000000,1192.5,1200.8,1180.6,1186.7,142.901,1712102399999,170261.1085,4345,75.132,89489.8385,0
1712102400000,1186.8,1202.1,1144.7,1196.7,535.578,1712116799999,629538.6045,11549,272.306,320594.4428,0
1712116800000,1196.4,1206.6,1187.6,1199.4,165.246,1712131199999,198104.5435,5558,77.440,92850.9161,0
1712131200000,1199.4,1219.7,1193.4,1200.9,258.208,1712145599999,311354.2696,6559,131.231,158425.4470,0
1712145600000,1200.9,1211.7,1180.6,1190.2,539.317,1712159999999,645245.2188,11288,252.267,301635.9310,0
1712160000000,1189.6,1202.7,1167.8,1178.2,282.761,1712174399999,334987.2105,7958,148.560,176031.6801,0
1712174400000,1178.4,1188.3,1156.4,1181.2,220.720,1712188799999,259031.8697,6539,106.968,125537.8796,0
1712188800000,1180.7,1198.0,1168.5,1169.3,246.650,1712203199999,292056.5363,8130,138.986,164725.4947,0
1712203200000,1169.6,1200.2,1155.7,1195.7,247.038,1712217599999,291902.1458,7465,109.170,128718.2296,0
1712217600000,1195.7,1208.3,1193.5,1207.0,177.081,1712231999999,212829.7833,5440,84.668,101801.2380,0
1712232000000,1206.8,1227.8,1206.4,1223.1,365.448,1712246399999,446090.5263,8912,147.195,179584.9879,0
1712246400000,1223.1,1245.8,1218.5,1220.5,357.773,1712260799999,440737.6479,10017,167.633,206565.0442,0
1712260800000,1220.8,1221.9,1193.3,1213.2,307.820,1712275199999,370552.1837,7627,175.643,211397.1788,0
1712275200000,1213.5,1217.2,1178.7,1200.5,511.199,1712289599999,615131.1172,9415,199.697,239418.5316,0
1712289600000,1200.4,1200.5,1165.2,1179.3,274.038,1712303999999,323490.7300,8542,142.795,168238.0670,0
1712304000000,1179.3,1193.1,1154.1,1155.1,264.389,1712318399999,309122.3776,8454,132.267,154818.3462,0
1712318400000,1155.1,1197.2,1147.2,1197.2,401.856,1712332799999,471538.4475,11198,159.097,186785.3957,0
1712332800000,1196.8,1200.6,1183.6,1187.9,102.109,1712347199999,121695.5974,5190,49.294,58760.7052,0
1712347200000,1187.8,1195.5,1182.3,1183.1,95.064,1712361599999,112876.3729,3534,58.489,69444.8866,0
