open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1704067200000,194.676,226.996,144.218,154.990,8148748.9,1704081599999,1475318663.1193,5119862,3931997.2,712985790.9221,0
1704081600000,154.991,235.016,121.279,190.263,8620329.9,1704095999999,1503032039.3414,5264899,4183260.0,732151158.8256,0
1704096000000,190.254,197.210,181.110,188.066,1878957.5,1704110399999,355213536.9683,1445149,926855.7,175352553.0365,0
1704110400000,188.066,229.970,186.000,210.334,3582518.5,1704124799999,753190559.0235,2348486,1759513.7,369874738.3680,0
1704124800000,210.341,213.240,186.594,198.485,1855937.5,1704139199999,367328954.5022,1258295,908896.4,179994128.1981,0
1704139200000,198.481,201.136,177.000,183.001,1262289.9,1704153599999,236934736.2574,905627,607729.6,114101019.1559,0
1704153600000,182.985,188.000,167.000,184.391,1396514.5,1704167999999,248972104.7917,963998,695545.0,124134293.3184,0
1704168000000,184.393,191.385,170.600,178.917,936904.0,1704182399999,171125807.7421,649119,453386.4,82925970.6062,0
1704182400000,178.916,186.578,173.179,182.551,966024.8,1704196799999,173883235.8186,658965,476934.4,85883826.1364,0
1704196800000,182.545,185.000,175.579,179.861,966221.9,1704211199999,174716581.4983,698704,476289.5,86160748.5101,0
1704211200000,179.858,180.964,165.908,169.059,949397.4,1704225599999,164729172.8594,638588,454396.2,78918696.5131,0
1704225600000,169.058,173.910,165.000,171.870,623321.0,1704239999999,105338562.1378,445946,312718.1,52871860.5972,0
1704240000000,171.875,182.800,171.513,177.644,588225.5,1704254399999,104238200.5257,448937,296521.5,52542352.2287,0
1704254400000,177.642,180.999,172.572,172.888,437987.8,1704268799999,77162084.1421,319660,208965.2,36830833.4756,0
1704268800000,172.887,175.933,165.300,168.639,599709.3,1704283199999,102759003.3113,412995,278833.5,47824165.1539,0
1704283200000,168.649,168.740,109.500,142.989,2857936.0,1704297599999,402824334.1846,1370502,1367467.2,192744774.8965,0
1704297600000,143.016,144.532,125.545,132.957,1190765.2,1704311999999,161032454.2487,609227,571792.7,77344865.4704,0
